Series Name	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]
Electricity production from hydroelectric sources (% of total)	Serbia	SRB	23.12933477	35.14938489	30.05674187	27.46101231	25.96725584	27.94612795	31.77457713	22.79349884	25.67250007	..	..	..
Electricity production from hydroelectric sources (% of total)	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Singapore	SGP	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from hydroelectric sources (% of total)	Sint Maarten (Dutch part)	SXM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Slovak Republic	SVK	7.37341648	14.98473927	14.07634956	15.95798078	14.04381085	16.85250203	19.13413924	13.35548643	14.48390285	17.03281128	..	..
Electricity production from hydroelectric sources (% of total)	Slovenia	SVN	23.70620379	28.14151497	23.75785643	21.71109486	24.50149399	28.73605268	27.76957164	22.36536165	25.0434335	29.20914329	..	..
Electricity production from hydroelectric sources (% of total)	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	South Africa	ZAF	0.610696254	0.529742057	1.15526747	0.333205374	0.470806476	0.567226465	0.823696269	0.792446143	0.781020267	..	..	..
Electricity production from hydroelectric sources (% of total)	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Spain	ESP	16.84456966	12.79009239	8.782334513	9.047538588	7.513071664	9.048922633	14.18074551	10.49486679	6.989474114	13.09147984	..	..
Electricity production from hydroelectric sources (% of total)	Sri Lanka	LKA	99.84126984	45.64534552	48.77894737	39.86466014	41.26936532	38.86441017	52.16183687	39.62086121	27.66154105	..	..	..
Electricity production from hydroelectric sources (% of total)	St. Kitts and Nevis	KNA	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	St. Lucia	LCA	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	St. Martin (French part)	MAF	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	St. Vincent and the Grenadines	VCT	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Sudan	SDN	63.23432343	46.04904632	30.3030303	28.89862577	26.57101344	49.73039593	82.70436058	76.48728563	70.14624841	..	..	..
Electricity production from hydroelectric sources (% of total)	Suriname	SUR	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Swaziland	SWZ	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Sweden	SWE	49.66503178	54.10965978	43.0767835	44.45482217	46.07856218	48.20649469	44.72450492	44.21446351	47.42483597	40.18348985	..	..
Electricity production from hydroelectric sources (% of total)	Switzerland	CHE	54.17863767	55.70443409	49.82538022	53.05778407	53.75859651	53.58262461	54.59569121	51.50835679	56.63062455	56.15318354	..	..
Electricity production from hydroelectric sources (% of total)	Syrian Arab Republic	SYR	23.49496167	12.81278503	10.58123005	9.000569329	6.993637715	4.308672763	5.584642234	7.812016657	10.37899192	..	..	..
Electricity production from hydroelectric sources (% of total)	Tajikistan	TJK	90.92913039	98.44177722	98.61824624	97.82782668	97.85099399	98.65359558	99.78703985	99.76598103	99.56403912	..	..	..
Electricity production from hydroelectric sources (% of total)	Tanzania	TZA	95.14742015	86.36731392	41.65941398	60.35389766	60.39671683	55.74324324	50.53017158	34.43935927	28.59361519	..	..	..
Electricity production from hydroelectric sources (% of total)	Thailand	THA	11.2617711	6.278587578	5.85619351	5.659166678	4.824793456	4.817068651	3.471081633	5.23316195	5.253839552	..	..	..
Electricity production from hydroelectric sources (% of total)	Timor-Leste	TMP	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Togo	TGO	60.12658228	57.14285714	41.17647059	46.93877551	73.98373984	72.36842105	51.95530726	82.8125	80.18018018	..	..	..
Electricity production from hydroelectric sources (% of total)	Tonga	TON	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Trinidad and Tobago	TTO	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from hydroelectric sources (% of total)	Tunisia	TUN	0.791602134	0.60400151	0.704387107	0.356648956	0.208870013	0.517964857	0.299508806	0.326481258	0.611620795	..	..	..
Electricity production from hydroelectric sources (% of total)	Turkey	TUR	40.22730827	24.71862442	25.09600168	18.71548043	16.76763197	18.45779521	24.52369228	22.81586622	24.16115509	24.57817936	..	..
Electricity production from hydroelectric sources (% of total)	Turkmenistan	TKM	4.791238877	0	0	0	0	0	0	0	0	..	..	..
Electricity production from hydroelectric sources (% of total)	Turks and Caicos Islands	TCA	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Uganda	UGA	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	Ukraine	UKR	3.520791894	6.582627329	6.668633204	5.17143804	5.977589233	6.874823608	6.974080516	5.614859423	5.282739221	..	..	..
Electricity production from hydroelectric sources (% of total)	United Arab Emirates	ARE	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from hydroelectric sources (% of total)	United Kingdom	GBR	1.638683892	1.358530885	1.167427922	1.291952841	1.339709188	1.404830193	0.944243417	1.560558389	1.46451225	1.334573394	..	..
Electricity production from hydroelectric sources (% of total)	United States	USA	8.528502913	6.289399722	6.827327462	5.772987159	5.911011773	6.616180846	6.023073452	7.436119377	6.52132835	6.348185897	..	..
Electricity production from hydroelectric sources (% of total)	Uruguay	URY	94.15636754	92.92303637	63.98433327	85.60364948	51.31713992	59.32107815	78.81764438	62.63534416	51.14150943	..	..	..
Electricity production from hydroelectric sources (% of total)	Uzbekistan	UZB	11.80292943	12.54481052	17.98900236	13.07456588	22.99595142	18.67867868	20.9787234	19.54198473	21.35238095	..	..	..
Electricity production from hydroelectric sources (% of total)	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	"Venezuela, RB"	VEN	62.34385799	73.74840215	73.89831736	72.50072013	72.79395123	71.88660311	64.86440821	68.54881656	64.82025989	..	..	..
Electricity production from hydroelectric sources (% of total)	Vietnam	VNM	61.8477134	54.78332894	33.73613476	34.37649236	35.40519919	36.0456868	29.02964079	38.95128591	43.45638813	..	..	..
Electricity production from hydroelectric sources (% of total)	Virgin Islands (U.S.)	VIR	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	West Bank and Gaza	WBG	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from hydroelectric sources (% of total)	"Yemen, Rep."	YEM	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from hydroelectric sources (% of total)	Zambia	ZMB	99.22625733	99.38445755	99.53488372	99.73542281	99.69059406	99.75021616	99.74340825	99.6514465	99.69620253	..	..	..
Electricity production from hydroelectric sources (% of total)	Zimbabwe	ZWE	46.66737877	45.66118656	66.59142212	70.74517019	74.85901639	74.85941572	67.14914312	56.89127106	59.27596831	..	..	..
Electricity production from natural gas sources (% of total)	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Albania	ALB	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Algeria	DZA	93.73447591	96.74563198	97.25202975	97.25776965	97.32826325	97.62863302	97.51169808	93.52256755	92.42294893	..	..	..
Electricity production from natural gas sources (% of total)	American Samoa	ASM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Andorra	ADO	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Angola	AGO	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Antigua and Barbuda	ATG	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Argentina	ARG	39.16633819	54.64739624	46.29031805	51.06779298	54.21778889	51.22991494	50.13691194	51.28632627	53.87457708	..	..	..
Electricity production from natural gas sources (% of total)	Armenia	ARM	16.40609921	45.1829473	24.84430231	25.24584605	26.16984402	20.34914477	22.15375135	32.15390825	42.29716277	..	..	..
Electricity production from natural gas sources (% of total)	Aruba	ABW	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Australia	AUS	9.306681704	7.740727328	9.765131528	13.10777107	14.38051277	16.11349252	17.94714149	19.66092837	19.92976648	20.50187688	..	..
Electricity production from natural gas sources (% of total)	Austria	AUT	15.6625284	13.1142065	17.13232097	15.80847122	17.31019523	18.60212622	21.12375429	19.96242292	14.12440888	10.26002603	..	..
Electricity production from natural gas sources (% of total)	Azerbaijan	AZE	58.42259848	19.84598107	64.84537343	70.90676065	81.73543409	85.12295951	81.45376804	85.1483197	89.89037759	..	..	..
Electricity production from natural gas sources (% of total)	"Bahamas, The"	BHS	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Bahrain	BHR	100	100	97.55656969	98.8352822	99.97808844	100	100	100	100	..	..	..
Electricity production from natural gas sources (% of total)	Bangladesh	BGD	84.26021728	88.80223194	90.97711268	89.89713328	90.25904018	92.03492277	93.17915481	87.30611598	85.08941863	..	..	..
Electricity production from natural gas sources (% of total)	Barbados	BRB	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Belarus	BLR	52.13530334	93.32975748	94.97343686	99.03861259	96.88997946	81.70265999	97.14572288	98.25776398	96.71417903	..	..	..
Electricity production from natural gas sources (% of total)	Belgium	BEL	7.689352985	19.30218791	27.29406743	29.00395311	29.48685738	32.64065214	33.50966256	28.57945353	28.79575389	26.51750996	..	..
Electricity production from natural gas sources (% of total)	Belize	BLZ	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Benin	BEN	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Bermuda	BMU	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Bhutan	BTN	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Bolivia	BOL	38.97058824	47.68041237	56.24528302	56.74921521	57.10847516	59.28769809	63.04879804	62.2800942	64.22138102	..	..	..
Electricity production from natural gas sources (% of total)	Bosnia and Herzegovina	BIH	0	0	0	0	0	0.41485831	0.315346882	0.320680628	0.369265729	..	..	..
Electricity production from natural gas sources (% of total)	Botswana	BWA	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Brazil	BRA	0.146305779	1.165916712	4.354015982	3.481097256	6.214651444	2.860201536	7.072293478	4.719260865	8.46382331	..	..	..
Electricity production from natural gas sources (% of total)	Brunei Darussalam	BRN	99.06143345	99.09555643	99.06003639	99.02798233	99.03593339	98.97563677	98.9978903	98.95302013	99.00763359	..	..	..
Electricity production from natural gas sources (% of total)	Bulgaria	BGR	7.565079139	4.704029917	4.74484638	5.440529147	5.293378791	4.627073453	4.272334137	4.152090039	5.058073381	..	..	..
Electricity production from natural gas sources (% of total)	Burkina Faso	BFA	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Burundi	BDI	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Cabo Verde	CPV	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Cambodia	KHM	..	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Cameroon	CMR	0	0	0	9.193209994	8.801267383	7.141621996	7.068994745	7.139332127	7.204062202	..	..	..
Electricity production from natural gas sources (% of total)	Canada	CAN	2.002734207	5.527117088	7.154882155	6.783160862	6.792847811	7.609477007	8.564109286	10.09694522	10.64668994	10.25499053	..	..
Electricity production from natural gas sources (% of total)	Cayman Islands	CYM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Chad	TCD	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Channel Islands	CHI	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Chile	CHL	1.02329632	26.07166026	20.67606652	7.913312482	3.664746081	6.472118837	17.68871827	20.8771476	18.42124127	15.95638588	..	..
Electricity production from natural gas sources (% of total)	China	CHN	0.444781424	0.424483331	0.495396061	0.928941836	0.891099886	1.357912749	1.644548204	1.785844849	1.71895525	..	..	..
Electricity production from natural gas sources (% of total)	Colombia	COL	12.37450835	19.1373913	13.7208221	11.8951905	10.30605313	19.14644176	20.14337641	12.52684206	14.42642411	..	..	..
Electricity production from natural gas sources (% of total)	Comoros	COM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	"Congo, Dem. Rep."	ZAR	0	0	0.185553347	0.368909808	0.385126162	0.370086779	0.367600456	0.367833587	0.364047201	..	..	..
Electricity production from natural gas sources (% of total)	"Congo, Rep."	COG	0	0	17.8807947	17.30769231	17.37373737	34.50834879	43.69426752	38.1283836	38.15201192	..	..	..
Electricity production from natural gas sources (% of total)	Costa Rica	CRI	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Cote d'Ivoire	CIV	0	62.97916667	71.03448276	65.72544841	65.0862069	62.27218532	70.29337804	69.32283981	67.46009122	..	..	..
Electricity production from natural gas sources (% of total)	Croatia	HRV	15.69078569	14.70423063	16.72354949	25.3621389	20.12933857	17.42179497	18.23701693	24.49074939	24.15584416	..	..	..
Electricity production from natural gas sources (% of total)	Cuba	CUB	0.159744409	8.69478446	13.55880746	14.14548343	14.35035918	13.42618699	13.04247859	11.56531532	11.34982639	..	..	..
Electricity production from natural gas sources (% of total)	Curacao	CUW	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Cyprus	CYP	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Czech Republic	CZE	0.618265324	2.319265954	1.873191957	1.561004512	1.224057908	1.193434275	1.257633118	1.348146443	1.386425923	1.961125616	..	..
Electricity production from natural gas sources (% of total)	Denmark	DNK	2.671079978	24.33639364	20.61125606	17.89856547	19.34127158	18.33548635	20.34378056	16.57867847	13.64597911	9.999710824	..	..
Electricity production from natural gas sources (% of total)	Djibouti	DJI	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Dominica	DMA	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Dominican Republic	DOM	0	0	9.935064935	13.71524148	13.89924741	13.90723872	20.48656405	21.14634453	24.7789697	..	..	..
Electricity production from natural gas sources (% of total)	Ecuador	ECU	0	0	12.14305909	12.26697635	9.332837565	10.64127394	11.20147307	9.410563175	10.22891408	..	..	..
Electricity production from natural gas sources (% of total)	"Egypt, Arab Rep."	EGY	44.80073836	53.74249773	74.35077595	74.48073588	72.85943223	74.36618705	76.47687948	79.69391256	75.77693412	..	..	..
Electricity production from natural gas sources (% of total)	El Salvador	SLV	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Eritrea	ERI	..	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Estonia	EST	5.570106513	7.001057207	5.538429922	2.821985234	3.997731783	1.230208452	2.337241592	1.939036687	1.052895463	0.669626063	..	..
Electricity production from natural gas sources (% of total)	Ethiopia	ETH	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Faeroe Islands	FRO	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Fiji	FJI	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Finland	FIN	8.560604667	14.47947633	14.9730866	12.99371054	14.24291341	13.58968666	13.95720732	12.85230196	9.554112985	9.806105901	..	..
Electricity production from natural gas sources (% of total)	France	FRA	0.725551294	2.14824655	3.823292213	3.897512803	3.844734836	3.864844486	4.209769046	4.818385323	3.899913657	3.099327202	..	..
Electricity production from natural gas sources (% of total)	French Polynesia	PYF	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Gabon	GAB	16.3599182	17.87072243	16.30565584	16.10315186	24.40347072	31.52815013	38.45376453	43.57487923	40.46426946	..	..	..
Electricity production from natural gas sources (% of total)	"Gambia, The"	GMB	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Georgia	GEO	15.62226756	17.37607759	26.7325374	17.88286126	15.13072282	12.93526525	7.161201106	22.53286247	25.49767922	..	..	..
Electricity production from natural gas sources (% of total)	Germany	DEU	7.39599271	9.182857733	12.14359954	12.57345693	14.24280429	13.92850358	14.43198191	14.37472603	12.45304153	10.62077474	..	..
Electricity production from natural gas sources (% of total)	Ghana	GHA	0	0	0	0	0	0.223264121	10.74063145	24.32142857	12.0425815	..	..	..
Electricity production from natural gas sources (% of total)	Greece	GRC	0.264557872	11.08095461	17.63073497	21.9642487	21.93063327	18.04268832	17.13528684	23.55505983	21.9858156	21.03568275	..	..
Electricity production from natural gas sources (% of total)	Greenland	GRL	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Grenada	GRD	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Guam	GUM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Guatemala	GTM	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Guinea	GIN	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Guyana	GUY	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Haiti	HTI	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Honduras	HND	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	"Hong Kong SAR, China"	HKG	0	39.06673901	30.78178005	26.48387759	31.53129441	28.8960033	37.50390747	28.46330862	27.33616583	..	..	..
Electricity production from natural gas sources (% of total)	Hungary	HUN	15.73006049	18.76047853	36.69929446	38.11811812	37.91630231	29.02417289	31.03475957	29.84186977	27.17837525	18.53867722	..	..
Electricity production from natural gas sources (% of total)	Iceland	ISL	0	0	0	0	0	0	0	0	0	0	..	..
Electricity production from natural gas sources (% of total)	India	IND	3.401746307	9.823622755	10.25660908	11.57179232	10.24370694	12.6579905	11.56699503	10.62715208	8.328322576	..	..	..
Electricity production from natural gas sources (% of total)	Indonesia	IDN	2.246915848	27.95606751	15.07770472	16.45722251	17.41621959	22.19621549	23.70454572	20.78226545	23.2154981	..	..	..
Electricity production from natural gas sources (% of total)	"Iran, Islamic Rep."	IRN	52.45169368	75.66841615	70.2857558	70.95339876	78.0203235	76.04598636	75.92666521	66.80635862	66.86199248	..	..	..
Electricity production from natural gas sources (% of total)	Iraq	IRQ	15.675	18.76175549	41.9300476	38.92048019	49.41093436	56.92547197	56.17039089	62.08517699	53.70640477	..	..	..
Electricity production from natural gas sources (% of total)	Ireland	IRL	27.69695692	39.12896549	50.83714412	55.53161693	55.90811823	58.29458473	62.28671944	54.17880023	50.15339664	49.30339352	..	..
Electricity production from natural gas sources (% of total)	Isle of Man	IMY	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Israel	ISR	0	0.030472797	17.96946082	19.64790303	26.98501807	32.75159977	37.47162533	33.0903668	16.76131857	43.67823445	..	..
Electricity production from natural gas sources (% of total)	Italy	ITA	18.62986577	37.54741584	51.37606032	56.01352272	55.08283205	51.07548138	51.12158354	48.07849659	43.41031558	38.48574155	..	..
Electricity production from natural gas sources (% of total)	Jamaica	JAM	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Japan	JPN	21.36481256	24.40437604	24.4278951	26.13992268	26.67306993	27.5893961	27.1276044	35.9670448	38.70979373	38.74120425	..	..
Electricity production from natural gas sources (% of total)	Jordan	JOR	11.90214404	10.06101695	70.19784173	82.40904546	83.75487787	90.98934978	71.17141504	27.02259848	18.57676549	..	..	..
Electricity production from natural gas sources (% of total)	Kazakhstan	KAZ	10.45789034	10.677266	11.16848319	6.590250398	10.21574315	16.33464617	8.889722431	9.170073684	14.70391527	..	..	..
Electricity production from natural gas sources (% of total)	Kenya	KEN	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	"Korea, Dem. Rep."	PRK	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	"Korea, Rep."	KOR	9.114462233	10.21086488	18.06150098	19.33764572	18.3207001	15.55938327	20.77315499	22.25100134	21.08299509	23.03740265	..	..
Electricity production from natural gas sources (% of total)	Kosovo	KSV	..	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Kuwait	KWT	44.54727499	32.92083037	31.39244229	31.87906385	35.65286286	28.82403788	34.62448929	38.01277477	36.2173809	..	..	..
Electricity production from natural gas sources (% of total)	Kyrgyz Republic	KGZ	23.45537757	9.811800951	2.926392619	2.596089009	1.883111375	0.72182622	1.495867769	1.009367991	0.534018987	..	..	..
Electricity production from natural gas sources (% of total)	Lao PDR	LAO	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Latvia	LVA	26.06799037	27.27272727	42.93600491	40.34793544	39.02161547	36.03878614	45.08827524	49.45036916	33.31712062	..	..	..
Electricity production from natural gas sources (% of total)	Lebanon	LBN	0	0	0	0	0	1.401495897	6.281822811	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Lesotho	LSO	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Liberia	LBR	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Libya	LBY	0	21.9411461	39.59360103	44.00015247	38.24745288	38.24770494	46.84761701	56.31201564	61.00058858	..	..	..
Electricity production from natural gas sources (% of total)	Liechtenstein	LIE	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Lithuania	LTU	23.83031156	14.53106735	20.40241782	17.85449146	15.20222106	14.3481527	63.79655587	62.83560999	63.56811658	..	..	..
Electricity production from natural gas sources (% of total)	Luxembourg	LUX	5.448717949	50.9478673	92.00906772	90.44048735	88.11445341	90.19670051	90.27863777	88.47316704	86.74173629	77.97356828	..	..
Electricity production from natural gas sources (% of total)	"Macao SAR, China"	MAC	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	"Macedonia, FYR"	MKD	0	0.014682132	0	0	0	0.029291154	0.344352617	1.301967747	4.758862983	..	..	..
Electricity production from natural gas sources (% of total)	Madagascar	MDG	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Malawi	MWI	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Malaysia	MYS	24.07021203	73.63800448	66.27073361	63.34857869	63.83881555	61.24151962	56.73312711	44.98816467	46.62042997	..	..	..
Electricity production from natural gas sources (% of total)	Maldives	MDV	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Mali	MLI	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Malta	MLT	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Marshall Islands	MHL	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Mauritania	MRT	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Mauritius	MUS	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Mexico	MEX	12.48305809	20.30787013	44.87503206	48.3864699	50.48183019	53.04487732	52.01106807	52.82672553	51.35812048	55.55473586	..	..
Electricity production from natural gas sources (% of total)	"Micronesia, Fed. Sts."	FSM	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Moldova	MDA	42.27852783	89.76097039	93.78391712	93.61666102	93.35768848	93.44949984	92.86765909	93.57068787	95.08790072	..	..	..
Electricity production from natural gas sources (% of total)	Monaco	MCO	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Mongolia	MNG	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Montenegro	MNE	..	..	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Morocco	MAR	0	0	12.64599275	14.18806855	13.94455253	14.44313076	12.5168976	16.20011197	22.68520212	..	..	..
Electricity production from natural gas sources (% of total)	Mozambique	MOZ	0	0.020627063	0.054285133	0.062204528	0.079328353	0.070742204	0.10800432	0.118835413	0.138467625	..	..	..
Electricity production from natural gas sources (% of total)	Myanmar	MMR	39.30589185	49.53106682	32.85204413	29.55149242	28.64693446	17.30327398	22.98820098	16.09241994	19.97763697	..	..	..
Electricity production from natural gas sources (% of total)	Namibia	NAM	..	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Nepal	NPL	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Netherlands	NLD	50.88409464	57.48569133	57.63316496	58.0181054	58.96232988	60.531973	62.80853225	60.58175767	54.37783523	53.39104024	..	..
Electricity production from natural gas sources (% of total)	New Caledonia	NCL	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	New Zealand	NZL	17.6971951	24.38912528	22.59300032	27.06804727	24.29855377	20.5509401	22.09644353	18.97222535	20.10384919	19.07487223	..	..
Electricity production from natural gas sources (% of total)	Nicaragua	NIC	0	0	0	0	0	0	0	0	0	..	..	..
Electricity production from natural gas sources (% of total)	Niger	NER	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Nigeria	NGA	53.65074649	61.78447749	72.89917785	72.90016538	72.89909995	77.09966122	75.59817771	78.23851446	80.28635129	..	..	..
Electricity production from natural gas sources (% of total)	Northern Mariana Islands	MNP	..	..	..	..	..	..	..	..	..	..	..	..
Electricity production from natural gas sources (% of total)	Norway	NOR	0	0.148058746	0.388543334	0.561302457	0.311621352	3.232579268	3.947646018	3.237318984	1.791882703	1.834773178	..	..
Electricity production from natural gas sources (% of total)	Oman	OMN	81.62630527	82.833937	98.00936768	97.88327168	97.82540968	97.85307671	97.75467985	97.65474993	97.58164448	..	..	..
Electricity production from natural gas sources (% of total)	Pakistan	PAK	33.62885886	31.9748664	36.46258642	34.41632431	32.39390499	29.44618644	27.41884218	29.07771585	28.20910273	..	..	..
Electricity production from natural gas sources (% of total)	Palau	PLW	..	..	..	..	..	..	..	..	..	..	..	..
