Series Name	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]
"Electricity production from oil, gas and coal sources (% of total)"	Curacao	CUW	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Cyprus	CYP	100	100	99.97850387	99.938411	99.70466627	99.40556088	98.62833521	96.38871982	94.55162179	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Czech Republic	CZE	77.9255191	77.95805845	64.64723743	66.28344196	63.57525912	60.9887756	60.23746176	59.01911121	55.72188572	53.35422106	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Denmark	DNK	96.73620199	72.51823704	78.02065291	71.76721945	70.09230937	70.16463733	66.09541454	57.53292461	49.34097048	52.29461265	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Djibouti	DJI	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Dominica	DMA	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Dominican Republic	DOM	89.88642509	90.87608339	87.17171717	87.88765768	90.41968947	89.62519992	90.4513436	90.19755883	89.30802782	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Ecuador	ECU	21.4521972	28.29815303	48.05626237	43.48756188	38.83990226	49.10157091	54.39107974	44.4022955	45.13065173	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Egypt, Arab Rep."	EGY	76.49564559	82.29655887	88.26674292	86.94067722	88.09905372	89.93093525	89.95204229	90.67316367	90.96213283	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	El Salvador	SLV	6.807935077	41.93070773	42.61715296	43.79624849	37.48324397	43.69820442	34.95989305	34.04548587	35.9529492	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Eritrea	ERI	..	99.52380952	99.25650558	99.30555556	99.30313589	99.3220339	99.35691318	99.40652819	99.44289694	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Estonia	EST	14.38798673	9.550099847	8.353884094	5.118949959	6.984216993	6.276341269	5.808392471	5.630962538	5.765856104	4.627191332	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Ethiopia	ETH	11.64725458	1.3739546	0.305903946	4.567239921	12.3643103	11.12224449	0.62248996	0.586649754	0.597014925	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Faeroe Islands	FRO	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Fiji	FJI	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Finland	FIN	30.10831785	28.42728104	36.31790622	31.59008948	26.96971654	30.42241403	33.31432538	27.44246812	20.78296567	25.74490587	..	..
"Electricity production from oil, gas and coal sources (% of total)"	France	FRA	11.29386385	9.242833581	9.715835915	9.988318275	9.517844531	9.301413761	9.858705706	8.353068513	8.544200273	7.986936908	..	..
"Electricity production from oil, gas and coal sources (% of total)"	French Polynesia	PYF	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Gabon	GAB	27.60736196	38.40304183	42.65944645	53.63896848	51.0845987	48.90080429	53.71399697	58.98550725	58.26126536	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Gambia, The"	GMB	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Georgia	GEO	44.79014864	21.06681034	27.06189104	18.17090735	15.27268425	13.3909792	7.477281707	22.60153031	25.49767922	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Germany	DEU	68.09175711	63.22641136	61.0862828	62.8557527	60.79951411	59.77919426	59.50748657	60.44128262	59.73486617	59.09077901	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Ghana	GHA	0	0	0	0	0	0.223264121	10.74063145	24.32142857	12.0425815	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Greece	GRC	94.90726096	91.93823117	87.19819206	92.63446604	90.83004832	86.57151275	81.4335768	86.04745488	83.19757779	76.65645181	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Greenland	GRL	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Grenada	GRD	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Guam	GUM	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Guatemala	GTM	8.371454712	48.28042328	44.69752633	52.37551393	44.5859142	50.88979772	36.15202969	35.56257488	33.11729707	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Guinea	GIN	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Guyana	GUY	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Haiti	HTI	20.60301508	48.26325411	52.45614035	67.09401709	62.75720165	71.28987517	69.84667802	87.27465536	86.08695652	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Honduras	HND	1.724881414	38.08871851	63.07178631	62.39936859	62.00946709	55.24528302	52.19123506	56.7033273	56.2623469	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Hong Kong SAR, China"	HKG	100	100	99.99741047	99.99743274	99.99736801	99.99741816	99.75773679	99.79544873	99.79400026	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Hungary	HUN	50.96708398	58.85879912	57.92966898	58.19319319	56.80449719	48.65211095	49.33772176	48.50901815	46.35154669	39.93402606	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Iceland	ISL	0.133037694	0.065070276	0.040281974	0.016698672	0.012145503	0.011880718	0.011724017	0.011620475	0.017094991	0.016559947	..	..
"Electricity production from oil, gas and coal sources (% of total)"	India	IND	73.41288277	83.44216483	80.01587006	80.05155647	81.70058525	82.27508498	81.23585892	79.63240084	81.41062139	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Indonesia	IDN	79.0828665	84.04393249	87.81156605	87.21519428	86.7812768	86.76887951	84.15004771	88.00922493	88.55509329	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Iran, Islamic Rep."	IRN	89.70762411	96.96215673	90.45525789	91.11213515	97.57656272	96.63007634	95.83660644	94.74113942	94.2880964	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Iraq	IRQ	89.16666667	98.0846395	62.38358513	61.99717183	69.72419784	70.52864692	71.88191441	75.1530236	76.96097498	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Ireland	IRL	79.32391595	87.51742491	82.98790382	82.16812094	78.82171994	75.90671722	78.96218118	72.16074549	71.1468225	68.71497509	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Isle of Man	IMY	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Israel	ISR	99.57412193	99.61557394	99.70331105	99.73044319	99.50878917	99.25101803	99.5767268	99.28618107	99.11164694	98.57348473	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Italy	ITA	83.59958151	80.66693338	82.67087003	83.63062987	80.61404796	75.15710837	73.2613949	71.36936637	67.96480299	62.09074923	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Jamaica	JAM	92.43287225	95.15591886	96.05245551	95.03002001	93.86068477	92.63301501	92.31481481	91.27347687	91.20879121	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Japan	JPN	53.01455152	55.98941452	59.19272762	63.08213378	62.9661002	61.37302447	60.57945994	72.90546431	80.48581781	81.58644184	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Jordan	JOR	99.67014843	99.43050847	99.46043165	99.43081301	99.46524064	99.51653587	99.50598904	99.54939578	99.57821162	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Kazakhstan	KAZ	91.57005688	85.27784272	83.51312503	83.39121126	90.19009797	91.2514293	90.29354113	90.89575682	91.62344995	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Kenya	KEN	7.14064915	50.64377682	28.78787879	27.61104442	35.83456425	44.09024745	30.4892681	32.73028411	24.84921592	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Korea, Dem. Rep."	PRK	43.68231047	47.42268041	43.75111428	38.29856433	39.37774713	40.83960434	38.14908839	31.34654392	29.81908921	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Korea, Rep."	KOR	43.77105655	60.8045722	61.70905113	65.33053146	64.97437688	66.18748838	68.73014467	68.62108285	70.15020671	72.23068427	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Kosovo	KSV	..	98.24146094	97.72214705	98.05584281	98.52770244	97.58842444	96.9620743	98.18996725	98.38465422	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Kuwait	KWT	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Kyrgyz Republic	KGZ	36.52428172	14.10488246	14.1224265	14.12002697	14.12333531	7.813768835	8.198347107	6.72252276	6.520305907	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Lao PDR	LAO	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Latvia	LVA	31.43802647	29.85976789	43.03823349	40.72521484	39.09745923	36.14652541	45.14863437	49.49958983	33.36575875	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Lebanon	LBN	66.66666667	95.39817567	94.01378122	95.15407555	97.20724768	95.48326193	94.66013238	95.08096548	93.20787805	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Lesotho	LSO	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Liberia	LBR	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Libya	LBY	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Liechtenstein	LIE	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Lithuania	LTU	38.44393593	20.10610557	22.08329883	19.95545657	19.41922413	19.36761593	76.75210252	67.75788978	68.86729962	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Luxembourg	LUX	83.33333333	50.9478673	92.03740436	90.47172759	88.1511372	90.2284264	90.30959752	88.51095994	86.7780603	78.02863436	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Macao SAR, China"	MAC	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Macedonia, FYR"	MKD	91.47273359	82.82190574	76.44875821	84.45675592	86.68990651	81.40011716	66.51515152	78.78384376	83.32801022	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Madagascar	MDG	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Malawi	MWI	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Malaysia	MYS	82.66857838	89.94152047	92.82756317	93.34365643	92.37124365	92.99069852	94.00413508	93.28325881	92.61056251	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Maldives	MDV	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Mali	MLI	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Malta	MLT	100	100	100	100	100	100	99.90543735	99.40747493	98.90829694	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Marshall Islands	MHL	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Mauritania	MRT	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Mauritius	MUS	68.84615385	70.35995501	77.74468085	77.60649087	76.76965194	76.36786962	75.67869096	79.78762358	79.2992492	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Mexico	MEX	72.77122163	76.02423388	79.82156599	81.44722165	77.55557083	81.8881802	80.23353625	80.7147179	81.98269936	82.30934832	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Micronesia, Fed. Sts."	FSM	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Moldova	MDA	98.41563405	93.27506243	93.80036178	93.61666102	93.54035204	94.22394321	93.34205791	93.91634981	95.3636677	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Monaco	MCO	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Mongolia	MNG	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Montenegro	MNE	..	..	40.71815718	40.1119403	45.57991513	24.96376812	31.62605669	54.6686747	48.06610408	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Morocco	MAR	87.32862484	93.92054731	94.05457108	93.99909534	94.03210117	86.00614803	82.56590064	89.21058946	91.37003841	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Mozambique	MOZ	37.44493392	0.45379538	0.135712832	0.080865887	0.085939049	0.076637387	0.11400456	0.118835413	0.138467625	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Myanmar	MMR	51.85633575	63.03243454	46.0577547	43.44428817	38.5231048	24.52613441	32.32135755	23.81434941	27.63697354	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Namibia	NAM	..	0.781805259	5.853051059	2.157360406	11.25954198	5.436241611	4.444444444	1.818181818	2.191113816	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Nepal	NPL	0.113895216	1.627486438	0.473071325	0.32234957	0.320056899	0.417335474	0.093516209	0.057273769	0.53490991	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Netherlands	NLD	93.46520615	90.6784483	86.70128973	87.19309256	85.77453667	85.28219767	85.7059421	83.76531407	82.08770304	83.1050367	..	..
"Electricity production from oil, gas and coal sources (% of total)"	New Caledonia	NCL	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	New Zealand	NZL	19.78614598	28.32827987	35.34700243	34.29792681	35.62206305	28.16146181	26.70024066	23.85696615	28.13184332	25.81078217	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Nicaragua	NIC	38.64104324	78.604849	69.94256541	71.00997506	64.47485867	69.09933391	62.99535392	66.0041841	57.18184073	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Niger	NER	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Nigeria	NGA	67.41439501	61.78447749	72.89917785	72.90016538	72.89909995	77.09966122	75.59817771	78.23851446	80.28635129	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Northern Mariana Islands	MNP	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Norway	NOR	0.072361875	0.204896464	0.525482173	0.687668978	0.429187589	3.330304858	4.05800159	3.365513967	1.934279466	1.958936385	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Oman	OMN	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Pakistan	PAK	54.29618029	71.8260027	65.13597996	66.77433855	67.90735243	67.50422098	62.67269876	64.47365654	64.20286086	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Palau	PLW	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Panama	PAN	14.73130402	29.56824228	39.82300885	43.08880309	37.93371713	43.5926938	43.17293436	47.54995545	37.05554264	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Papua New Guinea	PNG	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Paraguay	PRY	0.025749494	0	0	0	0	0	0.001849591	0.001735328	0.004980576	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Peru	PER	23.19669757	18.01245355	26.70516851	33.2899001	39.86740672	39.40903155	42.2791864	43.23993575	44.76684457	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Philippines	PHL	54.57515099	57.10973725	63.97161122	68.40012749	66.0840828	67.41493193	73.69135839	71.31230485	71.53083474	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Poland	POL	98.75385932	98.14002542	97.18407106	96.43363295	95.69581798	94.21854011	93.02624627	91.90156819	89.52390375	89.54214868	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Portugal	PRT	65.25480515	69.73854099	67.00428195	64.80723303	67.17028436	62.43280385	46.57763871	52.89855072	56.93127962	41.0585929	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Puerto Rico	PRI	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Qatar	QAT	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Romania	ROM	82.25598283	61.03901105	61.73341627	61.55043536	56.20112076	52.71124504	47.33829327	54.73797964	55.09579066	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Russian Federation	RUS	73.15617399	65.89824158	66.4041897	66.41618948	68.09205426	65.52116318	67.11864309	67.44589986	67.50446315	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Rwanda	RWA	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Samoa	WSM	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	San Marino	SMR	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Sao Tome and Principe	STP	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Saudi Arabia	SAU	73.44815628	73.71524118	85.61129667	85.67244863	84.13858962	72.56981233	70.21164925	69.79050452	72.37374853	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Senegal	SEN	95.34391534	90.02493766	87.00287003	90.06024096	88.60531991	88.13855843	86.37841352	86.03617899	86.72463768	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Serbia	SRB	76.87066523	64.85061511	69.94325813	72.53898769	74.03274416	72.05387205	68.22542287	77.20650116	74.30814741	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Singapore	SGP	98.91816215	98.45255013	97.58125856	97.63207157	97.48543759	97.44828411	97.40079365	97.36058267	97.30795464	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Sint Maarten (Dutch part)	SXM	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Slovak Republic	SVK	45.42102993	31.3559322	26.75434386	27.06869353	25.85883171	26.51336857	25.0728226	27.48161765	25.64600395	21.97222025	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Slovenia	SVN	39.15139826	36.39900176	38.76281839	39.64634714	35.45947924	35.07712944	35.96750369	36.52359706	36.58065762	34.14804027	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Somalia	SOM	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	South Africa	ZAF	94.28061795	93.06283289	94.72515557	95.20268714	94.29553184	94.09314669	94.30815748	93.85228218	93.91768705	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Spain	ESP	46.80766636	55.95393829	61.70098315	62.08342858	60.70300793	56.16423807	46.17055511	49.84890218	49.20018235	40.04641081	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Sri Lanka	LKA	0.158730159	54.19760137	51	59.93334007	58.46076962	60.70498698	46.88454773	59.1525133	70.75875977	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	St. Kitts and Nevis	KNA	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	St. Lucia	LCA	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	St. Martin (French part)	MAF	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	St. Vincent and the Grenadines	VCT	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Sudan	SDN	36.76567657	53.95095368	69.6969697	71.10137423	73.42898656	50.26960407	17.29563942	23.51271437	29.85375159	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Suriname	SUR	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Swaziland	SWZ	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Sweden	SWE	2.211886234	3.071658255	2.643663722	2.184474174	2.064792453	2.319112178	4.430823117	2.483128569	1.463625658	3.026467656	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Switzerland	CHE	1.378332182	1.639344262	1.585257906	1.378749793	1.275491176	1.219457319	1.674463672	1.64591384	1.431903875	1.394303067	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Syrian Arab Republic	SYR	76.50503833	87.18721497	89.41876995	90.99943067	93.00636228	95.69132724	94.41535777	92.18798334	89.62100808	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Tajikistan	TJK	9.070869613	1.558222784	1.381753764	2.172173317	2.149006007	1.346404418	0.212960146	0.234018968	0.435960881	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Tanzania	TZA	4.852579853	13.63268608	58.34058602	39.64610234	39.60328317	44.25675676	49.12280702	65.08390542	70.85418464	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Thailand	THA	88.73596523	93.1889932	93.08284442	93.08610805	93.4021136	93.10595799	94.39248235	91.95504725	91.73153444	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Timor-Leste	TMP	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Togo	TGO	39.87341772	42.85714286	57.46606335	47.95918367	24.3902439	25	45.81005587	13.28125	15.31531532	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Tonga	TON	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Trinidad and Tobago	TTO	99.13335197	99.63363253	99.37413074	99.75247525	99.74130125	99.75774576	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Tunisia	TUN	99.20839787	99.17893545	99.00467039	99.33037339	99.51959897	98.84605298	95.78890619	97.75695284	96.99193773	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Turkey	TUR	59.63366526	75.01801124	74.69185872	80.90604412	82.61347257	80.37646552	73.56302792	74.61823159	72.71561947	71.3020978	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Turkmenistan	TKM	95.20876112	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Turks and Caicos Islands	TCA	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Uganda	UGA	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Ukraine	UKR	70.96937306	48.25625186	46.62091879	47.62281082	47.21215457	45.25829546	45.62476138	47.96124075	48.89621552	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	United Arab Emirates	ARE	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	United Kingdom	GBR	77.4533839	74.47692821	75.61262642	78.46227839	80.22610029	74.23298577	76.39946119	71.05656578	68.5361251	64.59663148	..	..
"Electricity production from oil, gas and coal sources (% of total)"	United States	USA	69.06322661	71.59345088	71.32592173	71.96690313	71.39219416	69.45038092	70.2778942	68.41801635	68.86466167	67.91914621	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Uruguay	URY	5.051047824	6.615709014	35.12551184	12.94292383	39.09225681	31.26198263	12.3783538	27.95823666	38.27358491	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Uzbekistan	UZB	88.19707057	87.45518948	82.01099764	86.92543412	77.00404858	81.32132132	79.0212766	80.45801527	78.64761905	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Venezuela, RB"	VEN	37.65614201	26.25159785	26.10168264	27.49927987	27.20604877	28.11339689	35.13559179	31.45118344	35.17974011	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Vietnam	VNM	38.1522866	45.21667106	66.15641479	65.50561127	64.51850237	63.86774872	70.85971992	60.91260399	56.42639098	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Virgin Islands (U.S.)	VIR	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	West Bank and Gaza	WBG	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	"Yemen, Rep."	YEM	100	100	100	100	100	100	100	100	100	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Zambia	ZMB	0.773742668	0.615542447	0.465116279	0.264577185	0.309405941	0.249783841	0.256591754	0.348553503	0.303797468	..	..	..
"Electricity production from oil, gas and coal sources (% of total)"	Zimbabwe	ZWE	53.33262123	54.33881344	31.82844244	28.17715863	23.5147541	24.09820326	32.04029643	42.36490921	40.03080986	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Albania	ALB	0	0	0	0	0	0	0	0	0	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Algeria	DZA	0	0	0	0	0	0	0	0	0	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	American Samoa	ASM	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Andorra	ADO	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Angola	AGO	0	0	0	0	0	0	0	0	0	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Antigua and Barbuda	ATG	..	..	..	..	..	..	..	..	..	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Argentina	ARG	0.210878991	0.796310876	1.61693288	1.534865094	1.329725996	1.149123598	1.770674501	1.661842461	2.040422627	..	..	..
"Electricity production from renewable sources, excluding hydroelectric (% of total)"	Armenia	ARM	0	0	0	0.0508647	0.034662045	0.070534297	0.107841627	0.080721109	0.049776008	..	..	..
